username,rating,comments,label,comments_processed,comments_clear_link,comments_clear_punctuation,comments_clear_special,comments_cleaned,comments_normalized,clean_comments
m*****h,5,"Đúng với mô tả:ddungs
Chất liệu:tôt
Màu sắc:đen

Nhận đc hàng, đường may chắc chắn, săn đc sale giá tốt,  hài lòng với sp.",1,"đúng mô_tả : ddungs chất_liệu : tôt màu_sắc : đen nhận hàng , đường may chắc_chắn , săn sale giá tốt , hài_lòng sp .","Đúng với mô tả:ddungs
Chất liệu:tôt
Màu sắc:đen

Nhận đc hàng, đường may chắc chắn, săn đc sale giá tốt,  hài lòng với sp.","Đúng với mô tảddungs
Chất liệutôt
Màu sắcđen

Nhận đc hàng đường may chắc chắn săn đc sale giá tốt  hài lòng với sp",  ng v i m  t  ddungs Ch t li u t t M u s c  en  Nh n  c h ng     ng may ch c ch n  s n  c sale gi  t t   h i l ng v i sp ,  ng v i m  t ddungs ch t li ut t m u s c en  nh n  c h ng    ng may ch c ch n s n  c sale gi  t t  h i l ng v i sp,"Đúng với mô tả:ddungs Chất liệu:tôt Màu sắc:đen Nhận được hàng, đường may chắc chắn, săn được sale giá tốt, hài lòng với sp.",đúng ddungs tôt đen nhận đc hàng đường may săn đc sale giá tốt sp
huehoatuan,4,"Đúng với mô tả:dung mo tar
Màu sắc:đen
Chất liệu:vải

Hình ảnh không liên quan tới sản phẩm, săn được giá rẻ. Vải áo dày dặn đẹp",1,"đúng mô_tả : dung_mo tar màu_sắc : đen chất_liệu : vải hình_ảnh không liên_quan tới sản_phẩm , săn giá rẻ . vải áo_dày dặn đẹp","Đúng với mô tả:dung mo tar
Màu sắc:đen
Chất liệu:vải

Hình ảnh không liên quan tới sản phẩm, săn được giá rẻ. Vải áo dày dặn đẹp","Đúng với mô tảdung mo tar
Màu sắcđen
Chất liệuvải

Hình ảnh không liên quan tới sản phẩm săn được giá rẻ Vải áo dày dặn đẹp",  ng v i m  t  dung mo tar M u s c  en Ch t li u v i  H nh  nh kh ng li n quan t i s n ph m  s n    c gi  r   V i  o d y d n   p,  ng v i m  t dung mo tar m u s c en ch t li uv i  h nh  nh kh ng li n quan t i s n ph m s n    c gi  r  v i  o d y d n   p,"Đúng với mô tả:dung mo tar Màu sắc:đen Chất liệu:vải Hình ảnh không liên quan tới sản phẩm, săn được giá rẻ. Vải áo dày dặn đẹp",đúng dung mo tar đen vải không tới săn giá rẻ vải áo
diepqcao,5,Giao hàng nhanh chất lượng sản phẩm đạt. Sẽ ủng hộ shop lần sau ạ,1,giao hàng nhanh chất_lượng sản_phẩm đạt . sẽ ủng_hộ shop lần sau ạ,Giao hàng nhanh chất lượng sản phẩm đạt. Sẽ ủng hộ shop lần sau ạ,Giao hàng nhanh chất lượng sản phẩm đạt Sẽ ủng hộ shop lần sau ạ,Giao h ng nhanh ch t l  ng s n ph m   t  S   ng h  shop l n sau  ,giao h ng nhanh ch t l  ng s n ph m   t s   ng h  shop l n sau  ,Giao hàng nhanh chất lượng sản phẩm đạt. Sẽ ủng hộ shop lần sau ạ,giao hàng nhanh đạt sẽ shop lần sau
vqfivehrev,5,"Màu sắc:dep
Chất liệu:rất tốt
Đúng với mô tả:rất đúng với mô ta

Tôi rất thích và ủng ý.chat liệu tốt",1,màu_sắc : dep chất_liệu : tốt đúng mô_tả : đúng mô ta thích ủng_ý . chat_liệu tốt,"Màu sắc:dep
Chất liệu:rất tốt
Đúng với mô tả:rất đúng với mô ta

Tôi rất thích và ủng ý.chat liệu tốt","Màu sắcdep
Chất liệurất tốt
Đúng với mô tảrất đúng với mô ta

Tôi rất thích và ủng ýchat liệu tốt",M u s c dep Ch t li u r t t t   ng v i m  t  r t   ng v i m  ta  T i r t th ch v   ng   chat li u t t,m u s cdep ch t li ur t t t   ng v i m  t r t   ng v i m  ta  t i r t th ch v   ng  chat li u t t,Màu sắc:dep Chất liệu:rất tốt Đúng với mô tả:rất đúng với mô ta Tôi rất thích và ủng ý.chat liệu tốt,dep tốt đúng đúng thích ủng ý chat liệu tốt
t*****7,5,"Mình mua tặng bố, màu ngoài khá đẹp, nhìn trẻ trung. Đã từng mua mấy áo khoác của yody rồi, tốt trong tầm giá.",1,"mua tặng bố , màu ngoài khá đẹp , nhìn trẻ_trung . từng mua mấy áo_khoác của yody rồi , tốt tầm giá .","Mình mua tặng bố, màu ngoài khá đẹp, nhìn trẻ trung. Đã từng mua mấy áo khoác của yody rồi, tốt trong tầm giá.",Mình mua tặng bố màu ngoài khá đẹp nhìn trẻ trung Đã từng mua mấy áo khoác của yody rồi tốt trong tầm giá,M nh mua t ng b   m u ngo i kh    p  nh n tr  trung     t ng mua m y  o kho c c a yody r i  t t trong t m gi  ,m nh mua t ng b  m u ngo i kh    p nh n tr  trung    t ng mua m y  o kho c c a yody r i t t trong t m gi ,"Mình mua tặng bố, màu ngoài khá đẹp, nhìn trẻ trung. Đã từng mua mấy áo khoác của yody rồi, tốt trong tầm giá.",mình mua tặng bố màu ngoài khá đẹp nhìn từng mua mấy yody rồi tốt tầm giá
thanhtay_106,5,"Màu sắc:đen

Giao đúng sản phẩm,shipper giao hàng thân thiện",1,"màu_sắc : đen giao đúng sản_phẩm , shipper giao hàng thân_thiện","Màu sắc:đen

Giao đúng sản phẩm,shipper giao hàng thân thiện","Màu sắcđen

Giao đúng sản phẩmshipper giao hàng thân thiện",M u s c  en  Giao   ng s n ph m shipper giao h ng th n thi n,m u s c en  giao   ng s n ph mshipper giao h ng th n thi n,"Màu sắc:đen Giao đúng sản phẩm,shipper giao hàng thân thiện",đen giao đúng shipper giao hàng
wyyd09,5,"Đã mua nhiều sản phẩm của shop rồi, rất hài lòng về chất lượng và dịch vụ của yody 🥰",1,"mua nhiều sản_phẩm của shop rồi , hài_lòng về chất_lượng dịch_vụ của yody 🥰","Đã mua nhiều sản phẩm của shop rồi, rất hài lòng về chất lượng và dịch vụ của yody 🥰",Đã mua nhiều sản phẩm của shop rồi rất hài lòng về chất lượng và dịch vụ của yody ,   mua nhi u s n ph m c a shop r i  r t h i l ng v  ch t l  ng v  d ch v  c a yody  ,   mua nhi u s n ph m c a shop r i r t h i l ng v  ch t l  ng v  d ch v  c a yody ,"Đã mua nhiều sản phẩm của shop rồi, rất hài lòng về chất lượng và dịch vụ của yody 🥰",mua nhiều shop rồi về yody
s*****4,5,"Shop gói hàng cẩn thận,chuẩn bị hàng nhanh,giao hàng nhanh,hàng chuẩn size",1,"shop gói hàng cẩn_thận , chuẩn_bị hàng nhanh , giao hàng nhanh , hàng chuẩn size","Shop gói hàng cẩn thận,chuẩn bị hàng nhanh,giao hàng nhanh,hàng chuẩn size",Shop gói hàng cẩn thậnchuẩn bị hàng nhanhgiao hàng nhanhhàng chuẩn size,Shop g i h ng c n th n chu n b  h ng nhanh giao h ng nhanh h ng chu n size,shop g i h ng c n th nchu n b  h ng nhanhgiao h ng nhanhh ng chu n size,"Shop gói hàng cẩn thận,chuẩn bị hàng nhanh,giao hàng nhanh,hàng chuẩn size",shop gói hàng hàng nhanh giao hàng nhanh hàng chuẩn size
dungpanzi,5,"Đúng với mô tả:ddusng
Màu sắc:đỏ
Chất liệu:gió

áo đẹp, giá rẻ giá mà sale nữ thì tốt, mua nam sz m mặc vẫn hơi dài hới rộng",1,"đúng mô_tả : ddusng màu_sắc : đỏ chất_liệu : gió áo đẹp , giá rẻ giá mà sale nữ tốt , mua nam sz mặc vẫn hơi dài hới rộng","Đúng với mô tả:ddusng
Màu sắc:đỏ
Chất liệu:gió

áo đẹp, giá rẻ giá mà sale nữ thì tốt, mua nam sz m mặc vẫn hơi dài hới rộng","Đúng với mô tảddusng
Màu sắcđỏ
Chất liệugió

áo đẹp giá rẻ giá mà sale nữ thì tốt mua nam sz m mặc vẫn hơi dài hới rộng",  ng v i m  t  ddusng M u s c    Ch t li u gi    o   p  gi  r  gi  m  sale n  th  t t  mua nam sz m m c v n h i d i h i r ng,  ng v i m  t ddusng m u s c   ch t li ugi    o   p gi  r  gi  m  sale n  th  t t mua nam sz m m c v n h i d i h i r ng,"Đúng với mô tả:ddusng Màu sắc:đỏ Chất liệu:gió áo đẹp, giá rẻ giá mà sale nữ thì tốt, mua nam sz m mặc vẫn hơi dài hới rộng",đúng ddusng đỏ gió áo đẹp giá rẻ giá sale nữ tốt mua nam sz m mặc hơi dài hới rộng
dodachung99,5,"Chất liệu:polieste
Màu sắc:L

Shop giao nhanh, màu và size shop giao chuẩn 
1m7 57kg size L vừa đẹp",1,"chất_liệu : polieste màu_sắc : l shop giao nhanh , màu size shop giao chuẩn 1 m7 57 kg size_l vừa đẹp","Chất liệu:polieste
Màu sắc:L

Shop giao nhanh, màu và size shop giao chuẩn 
1m7 57kg size L vừa đẹp","Chất liệupolieste
Màu sắcL

Shop giao nhanh màu và size shop giao chuẩn 
1m7 57kg size L vừa đẹp",Ch t li u polieste M u s c L  Shop giao nhanh  m u v  size shop giao chu n   m    kg size L v a   p,ch t li upolieste m u s cl  shop giao nhanh m u v  size shop giao chu n   m    kg size l v a   p,"Chất liệu:polieste Màu sắc:L Shop giao nhanh, màu và size shop giao chuẩn 1m7 57kg size L vừa đẹp",polieste l shop giao nhanh màu size shop giao chuẩn size l vừa đẹp
huynh_xuan_dieu22,5,"Đúng với mô tả:đúng
Chất liệu:đẹp
Màu sắc:đẹp

oki chat lieu dep mau sac dung voi mo ta , chan gio on",1,"đúng mô_tả : đúng chất_liệu : đẹp màu_sắc : đẹp oki chat lieu dep mau sac_dung voi mo ta , chan_gio on","Đúng với mô tả:đúng
Chất liệu:đẹp
Màu sắc:đẹp

oki chat lieu dep mau sac dung voi mo ta , chan gio on","Đúng với mô tảđúng
Chất liệuđẹp
Màu sắcđẹp

oki chat lieu dep mau sac dung voi mo ta  chan gio on",  ng v i m  t    ng Ch t li u   p M u s c   p  oki chat lieu dep mau sac dung voi mo ta   chan gio on,  ng v i m  t   ng ch t li u  p m u s c  p  oki chat lieu dep mau sac dung voi mo ta  chan gio on,"Đúng với mô tả:đúng Chất liệu:đẹp Màu sắc:đẹp oki chat lieu dep mau sac dung voi mo ta , chan gio on",đúng đúng đẹp đẹp oki chat lieu dep mau sac dung voi mo ta chan gio on
tp9pyzkqj4,5,"Chất áo đẹp, form rộng hơn bản 3c plus cỡ 1 size
Hình ảnh chỉ mang tính chất nhận xu, sẽ ủng hộ tiếp",1,"chất áo đẹp , form rộng hơn bản 3 c plus cỡ 1 size hình_ảnh chỉ mang tính_chất nhận xu , sẽ ủng_hộ tiếp","Chất áo đẹp, form rộng hơn bản 3c plus cỡ 1 size
Hình ảnh chỉ mang tính chất nhận xu, sẽ ủng hộ tiếp","Chất áo đẹp form rộng hơn bản 3c plus cỡ 1 size
Hình ảnh chỉ mang tính chất nhận xu sẽ ủng hộ tiếp",Ch t  o   p  form r ng h n b n  c plus c    size H nh  nh ch  mang t nh ch t nh n xu  s   ng h  ti p,ch t  o   p form r ng h n b n  c plus c    size h nh  nh ch  mang t nh ch t nh n xu s   ng h  ti p,"Chất áo đẹp, form rộng hơn bản 3c plus cỡ 1 size Hình ảnh chỉ mang tính chất nhận xu, sẽ ủng hộ tiếp",chất áo đẹp form rộng hơn bản plus cỡ size chỉ mang nhận xu sẽ tiếp
hatoan90,5,Sản phẩm tốt với giá này là OK rồi,1,sản_phẩm tốt giá ok rồi,Sản phẩm tốt với giá này là OK rồi,Sản phẩm tốt với giá này là OK rồi,S n ph m t t v i gi  n y l  OK r i,s n ph m t t v i gi  n y l  ok r i,Sản phẩm tốt với giá này là OK rồi,tốt giá ok rồi
d*****t,5,"Chất liệu:tốt
Đúng với mô tả:đúng
Màu sắc:đẹp

Áo đẹp dày lớp vải lót bên trong ấm sp  Yody sử dụng rong tầm giá ổn bền form mắc phù hợp vừa vặn shop giỏi trong việc khách trọn size(nên phát huy),có điều là shop chuẩn bị hàng hơi lâu,(chắc do sale quá nhiều). Có chút quánh giá vậy nha.VN mình còn nghèo nên mua ủng hộ ng VN,đừng chơi với bọn TQ.",1,"chất_liệu : tốt đúng mô_tả : đúng màu_sắc : đẹp áo đẹp dày lớp vải_lót bên ấm sp yody sử_dụng rong tầm giá ổn bền form_mắc phù_hợp vừa vặn shop giỏi việc khách trọn size ( nên phát_huy ) , có_điều shop chuẩn_bị hàng hơi lâu , ( chắc do sale quá nhiều ) . chút quánh giá vậy nha.vn còn nghèo nên mua ủng_hộ ng vn , đừng chơi bọn tq .","Chất liệu:tốt
Đúng với mô tả:đúng
Màu sắc:đẹp

Áo đẹp dày lớp vải lót bên trong ấm sp  Yody sử dụng rong tầm giá ổn bền form mắc phù hợp vừa vặn shop giỏi trong việc khách trọn size(nên phát huy),có điều là shop chuẩn bị hàng hơi lâu,(chắc do sale quá nhiều). Có chút quánh giá vậy  mình còn nghèo nên mua ủng hộ ng VN,đừng chơi với bọn TQ.","Chất liệutốt
Đúng với mô tảđúng
Màu sắcđẹp

Áo đẹp dày lớp vải lót bên trong ấm sp  Yody sử dụng rong tầm giá ổn bền form mắc phù hợp vừa vặn shop giỏi trong việc khách trọn sizenên phát huycó điều là shop chuẩn bị hàng hơi lâuchắc do sale quá nhiều Có chút quánh giá vậy nhaVN mình còn nghèo nên mua ủng hộ ng VNđừng chơi với bọn TQ",Ch t li u t t   ng v i m  t    ng M u s c   p   o   p d y l p v i l t b n trong  m sp  Yody s  d ng rong t m gi   n b n form m c ph  h p v a v n shop gi i trong vi c kh ch tr n size n n ph t huy  c   i u l  shop chu n b  h ng h i l u  ch c do sale qu  nhi u   C  ch t qu nh gi  v y nha VN m nh c n ngh o n n mua  ng h  ng VN   ng ch i v i b n TQ ,ch t li ut t   ng v i m  t   ng m u s c  p   o   p d y l p v i l t b n trong  m sp  yody s  d ng rong t m gi   n b n form m c ph  h p v a v n shop gi i trong vi c kh ch tr n sizen n ph t huyc   i u l  shop chu n b  h ng h i l uch c do sale qu  nhi u c  ch t qu nh gi  v y  m nh c n ngh o n n mua  ng h  ng vn  ng ch i v i b n tq,"Chất liệu:tốt Đúng với mô tả:đúng Màu sắc:đẹp Áo đẹp dày lớp vải lót bên trong ấm sp Yody sử dụng rong tầm giá ổn bền form mắc phù hợp vừa vặn shop giỏi trong việc khách trọn size(nên phát huy),có điều là shop chuẩn bị hàng hơi lâu,(chắc do sale quá nhiều). Có chút quánh giá vậy nha.VN mình còn nghèo nên mua ủng hộ ng VN,đừng chơi với bọn TQ.",tốt đúng đúng đẹp áo đẹp dày lớp vải lót bên ấm sp yody rong tầm giá ổn bền form mắc shop giỏi việc khách trọn size shop hàng hơi lâu chắc sale quá nhiều chút quánh giá vậy nha vn mình còn nghèo mua ng vn đừng chơi bọn tq
l*****6,5,"Đẹp
Giá yêu thương



(kích thước bên dưới là tự động, không phải kích thước thực tế..)",1,"đẹp giá yêu_thương ( kích_thước bên dưới tự_động , không phải kích_thước thực_tế .. )","Đẹp
Giá yêu thương



(kích thước bên dưới là tự động, không phải kích thước thực tế..)","Đẹp
Giá yêu thương



kích thước bên dưới là tự động không phải kích thước thực tế",  p Gi  y u th  ng     k ch th  c b n d  i l  t    ng  kh ng ph i k ch th  c th c t    ,  p gi  y u th  ng    k ch th  c b n d  i l  t    ng kh ng ph i k ch th  c th c t ,"Đẹp Giá yêu thương (kích thước bên dưới là tự động, không phải kích thước thực tế..)",đẹp giá bên dưới không phải
moder_6368,5,Săn sale nên được giá ok lắm. Áo mặc rất thích. M mua 2 cái rồi. Nên mua.,1,săn sale nên được_giá ok lắm . áo mặc thích . mua 2 cái rồi . nên mua .,Săn sale nên được giá ok lắm. Áo mặc rất thích. M mua 2 cái rồi. Nên mua.,Săn sale nên được giá ok lắm Áo mặc rất thích M mua 2 cái rồi Nên mua,S n sale n n    c gi  ok l m   o m c r t th ch  M mua   c i r i  N n mua ,s n sale n n    c gi  ok l m  o m c r t th ch m mua   c i r i n n mua,Săn sale nên được giá ok lắm. Áo mặc rất thích. M mua 2 cái rồi. Nên mua.,săn sale giá ok áo mặc thích m mua cái rồi mua
huynhthanhtoan0502,5,"Màu sắc:xanh đen

Cao 1m69, nặng 74 kí, size 2XL
Vải đẹp, nhìn chắc chắn, giao hàng nhanh",1,"màu_sắc : xanh đen cao 1 m69 , nặng 74 kí , size 2 xl vải đẹp , nhìn chắc_chắn , giao hàng nhanh","Màu sắc:xanh đen

Cao 1m69, nặng 74 kí, size 2XL
Vải đẹp, nhìn chắc chắn, giao hàng nhanh","Màu sắcxanh đen

Cao 1m69 nặng 74 kí size 2XL
Vải đẹp nhìn chắc chắn giao hàng nhanh",M u s c xanh  en  Cao  m    n ng    k   size  XL V i   p  nh n ch c ch n  giao h ng nhanh,m u s cxanh  en  cao  m   n ng    k  size  xl v i   p nh n ch c ch n giao h ng nhanh,"Màu sắc:xanh đen Cao 1m69, nặng 74 kí, size 2XL Vải đẹp, nhìn chắc chắn, giao hàng nhanh",xanh đen cao nặng kí size vải đẹp nhìn giao hàng nhanh
n*****c,4,"Chất liệu:vai
Đúng với mô tả:dung
Màu sắc:tim than

Ngta Ko is the best thing to have in your new friend and you have to pay to",1,chất_liệu : vai đúng mô_tả : dung màu_sắc : tim than ngta không is the best thing to have in your new_friend and_you have to pay to,"Chất liệu:vai
Đúng với mô tả:dung
Màu sắc:tim than

Ngta Ko is the best thing to have in your new friend and you have to pay to","Chất liệuvai
Đúng với mô tảdung
Màu sắctim than

Ngta Ko is the best thing to have in your new friend and you have to pay to",Ch t li u vai   ng v i m  t  dung M u s c tim than  Ngta Ko is the best thing to have in your new friend and you have to pay to,ch t li uvai   ng v i m  t dung m u s ctim than  ngta ko is the best thing to have in your new friend and you have to pay to,Chất liệu:vai Đúng với mô tả:dung Màu sắc:tim than Ngta Ko is the best thing to have in your new friend and you have to pay to,vai đúng dung tim than ngta ko is the best thing to have in your new friend and you have to pay to
j3f2z0ozj4,5,Dao hàng nhanh chưa đến hai ngày đến r,1,dao hàng nhanh chưa đến hai ngày đến r,Dao hàng nhanh chưa đến hai ngày đến r,Dao hàng nhanh chưa đến hai ngày đến r,Dao h ng nhanh ch a   n hai ng y   n r,dao h ng nhanh ch a   n hai ng y   n r,Dao hàng nhanh chưa đến hai ngày đến r,dao hàng nhanh chưa hai ngày r
